|                   create_table:|        0.000000 |        0.000000 |        0.000000 |
|                       wc_files:|        0.300000 |        0.010000 |        0.000000 |
|                       wc_files:|        0.620000 |        0.000000 |        0.000000 |
|                       wc_files:|        0.880000 |        0.000000 |        0.000000 |
|                       wc_files:|        0.940000 |        0.010000 |        0.000000 |
|                       wc_files:|        0.810000 |        0.000000 |        0.000000 |
|                       wc_files:|        0.310000 |        0.000000 |        0.000000 |
|                       wc_files:|        0.530000 |        0.000000 |        0.000000 |
|                       wc_files:|        0.920000 |        0.000000 |        0.000000 |
|                       wc_files:|        0.820000 |        0.000000 |        0.000000 |
|                       wc_files:|        0.930000 |        0.000000 |        0.000000 |
|                   remove_block:|        0.000000 |        0.000000 |        0.000000 |
|                   remove_block:|        0.000000 |        0.000000 |        0.000000 |
|                   remove_block:|        0.000000 |        0.000000 |        0.000000 |
|                   remove_block:|        0.000000 |        0.000000 |        0.000000 |
|                   remove_block:|        0.000000 |        0.000000 |        0.000000 |
|                   remove_block:|        0.000000 |        0.000000 |        0.000000 |
|                   remove_block:|        0.000000 |        0.000000 |        0.000000 |
|                   remove_block:|        0.000000 |        0.000000 |        0.000000 |
|                   remove_block:|        0.000000 |        0.000000 |        0.000000 |
|                   remove_block:|        0.000000 |        0.000000 |        0.000000 |
|                   remove_block:|        0.000000 |        0.000000 |        0.000000 |
